Run_ID,Experiment,Replica,Tool_ID,Group,Subgroup,Position,Condition,TCond,Machined_length,Init_diameter,Final_diameter,CTime,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz,F
1_041_B3_21_g,1,1,41,3,7,g,21,0.0,12,92.5,90.9,na,3,0.8,310,0.13,1.158,5.038,0.511,2.272,127.2,5.614,283.5,100.2,221.5,373.4629031
1_041_B3_21_g,1,1,41,3,7,g,21,0.0,12,92.5,90.9,na,4,0.8,310,0.13,0.862,3.94,0.353,2.297,133.5,4.193,283.5,100.2,221.5,373.4629031
1_041_B3_21_g,1,1,41,3,7,g,21,0.0,12,92.5,90.9,na,5,0.8,310,0.13,1.213,4.965,0.574,2.145,132.0,5.185,283.5,100.2,221.5,373.4629031
1_041_B3_21_g,1,1,41,3,7,g,21,0.0,12,92.5,90.9,na,6,0.8,310,0.13,1.188,5.01,0.585,2.18,132.8,5.235,283.5,100.2,221.5,373.4629031
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,1,0.8,310,0.07,0.391,1.679,-0.433,2.075,69.3,1.937,169.4,61.43,121.5,217.3298298
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,2,0.8,310,0.07,0.375,1.724,-0.483,2.176,70.2,1.892,169.4,61.43,121.5,217.3298298
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,3,0.8,310,0.07,0.404,1.984,-0.27,2.236,69.8,2.313,169.4,61.43,121.5,217.3298298
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,4,0.8,310,0.07,0.36,1.725,-0.269,2.169,66.8,1.997,169.4,61.43,121.5,217.3298298
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,5,0.8,310,0.07,0.386,1.765,-0.465,2.207,69.8,2.058,169.4,61.43,121.5,217.3298298
1_041_B3_19_h,1,1,41,3,7,h,19,0.0,12,92.5,90.9,na,6,0.8,310,0.07,0.392,1.993,-0.397,2.35,70.6,2.232,169.4,61.43,121.5,217.3298298
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,1,0.8,310,0.1,0.615,2.858,0.1,2.197,92.8,3.13,226.3,78.35,218.9,324.4497226
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,2,0.8,310,0.1,0.586,2.789,0.103,2.229,93.4,2.946,226.3,78.35,218.9,324.4497226
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,3,0.8,310,0.1,0.599,2.88,-0.039,2.207,89.6,3.07,226.3,78.35,218.9,324.4497226
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,4,0.8,310,0.1,0.588,2.861,0.14,2.281,101.9,3.061,226.3,78.35,218.9,324.4497226
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,5,0.8,310,0.1,0.654,3.015,0.548,2.323,99.6,3.23,226.3,78.35,218.9,324.4497226
1_041_B3_20_i,1,1,41,3,7,i,20,0.0,12,92.5,90.9,na,6,0.8,310,0.1,0.598,2.87,-0.025,2.211,86.4,3.154,226.3,78.35,218.9,324.4497226
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,1,0.25,350,0.1,1.032,4.226,0.687,2.326,101.2,4.355,64.9,55.46,27.28,89.62153759
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,2,0.25,350,0.1,1.039,4.265,0.729,2.373,100.0,4.422,64.9,55.46,27.28,89.62153759
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,3,0.25,350,0.1,1.062,4.201,0.724,2.268,100.4,4.335,64.9,55.46,27.28,89.62153759
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,4,0.25,350,0.1,1.036,4.338,0.719,2.333,100.0,4.469,64.9,55.46,27.28,89.62153759
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,5,0.25,350,0.1,1.059,4.272,0.773,2.331,100.6,4.494,64.9,55.46,27.28,89.62153759
1_051_B1_5_a,1,2,51,1,2,a,5,0.0,12,90.9,90.4,na,6,0.25,350,0.1,1.059,4.272,0.773,2.331,100.6,4.494,64.9,55.46,27.28,89.62153759
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,1,0.25,350,0.13,1.812,6.548,0.461,1.792,128.8,6.699,79.1,61.07,24.84,102.9727173
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,2,0.25,350,0.13,1.634,5.91,0.407,1.793,131.9,6.195,79.1,61.07,24.84,102.9727173
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,3,0.25,350,0.13,1.798,6.427,0.391,1.784,130.3,6.674,79.1,61.07,24.84,102.9727173
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,4,0.25,350,0.13,1.736,6.416,0.47,1.851,130.8,6.628,79.1,61.07,24.84,102.9727173
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,5,0.25,350,0.13,1.777,6.33,0.488,1.821,131.7,6.573,79.1,61.07,24.84,102.9727173
1_051_B1_6_b,1,2,51,1,2,b,6,0.0,12,90.9,90.4,na,6,0.25,350,0.13,1.735,6.511,0.549,1.927,129.6,6.652,79.1,61.07,24.84,102.9727173
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,1,0.25,350,0.07,0.677,2.728,0.52,1.988,70.5,2.957,52.04,44.26,22.9,72.05219775
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,2,0.25,350,0.07,0.586,2.382,0.429,1.959,70.4,2.431,52.04,44.26,22.9,72.05219775
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,3,0.25,350,0.07,0.64,2.705,0.497,2.045,69.3,2.984,52.04,44.26,22.9,72.05219775
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,4,0.25,350,0.07,0.598,2.515,0.416,2.019,70.8,2.952,52.04,44.26,22.9,72.05219775
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,5,0.25,350,0.07,0.642,2.678,0.502,2.097,70.8,2.886,52.04,44.26,22.9,72.05219775
1_051_B1_4_c,1,2,51,1,2,c,4,0.0,12,90.9,90.4,na,6,0.25,350,0.07,0.656,2.644,0.54,2.041,70.7,2.827,52.04,44.26,22.9,72.05219775
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,1,0.25,390,0.13,0.988,4.2,0.646,2.356,129.5,4.434,80.14,59.87,25.76,103.2976965
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,2,0.25,390,0.13,1.003,4.345,0.67,2.351,133.6,4.553,80.14,59.87,25.76,103.2976965
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,3,0.25,390,0.13,1.551,5.761,0.41,1.905,130.3,5.932,80.14,59.87,25.76,103.2976965
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,4,0.25,390,0.13,0.996,4.274,0.724,2.407,130.6,4.388,80.14,59.87,25.76,103.2976965
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,5,0.25,390,0.13,1.541,5.788,0.409,1.912,130.8,5.937,80.14,59.87,25.76,103.2976965
1_051_B1_9_d,1,2,51,1,3,d,9,0.0,12,90.9,90.4,na,6,0.25,390,0.13,1.504,5.613,0.39,1.873,131.0,5.729,80.14,59.87,25.76,103.2976965
1_051_B1_8_e,1,2,51,1,3,e,8,0.0,12,90.9,90.4,na,1,0.25,390,0.1,0.999,3.641,0.359,1.833,100.5,3.806,66.41,51.77,23.69,87.4736366
